"Release_Date","BA.2","BA.4","BA.5","XBB.1.5","BA.2.86","BA.2.87.1","XAK","B.1.617.2","P.1","B.1.1.7"
2022-03-17,59,0,0,0,0,0,0,0,0,3
2022-03-18,8,0,0,0,0,0,0,0,1,0
2022-03-19,0,0,0,0,0,0,0,0,0,0
2022-03-21,362,0,0,0,0,0,0,0,0,1
2022-03-22,8,0,0,0,0,0,0,0,0,0
2022-03-23,85,0,0,0,0,0,0,0,0,0
2022-03-24,5,0,0,0,0,0,0,0,0,0
2022-03-25,6,0,0,0,0,0,0,0,0,1
2022-03-26,483,0,0,0,0,0,0,1,0,0
2022-03-27,179,0,0,0,0,0,0,0,0,0
2022-03-28,22,0,0,0,0,0,0,0,1,0
2022-03-29,96,0,0,0,0,0,0,7,0,0
2022-03-30,18,0,0,0,0,0,0,0,0,0
2022-03-31,115,0,0,0,0,0,0,17,0,1
2022-04-01,24,0,0,0,0,0,0,2,0,3
2022-04-02,8,0,0,0,0,0,0,0,0,0
2022-04-03,182,0,0,0,0,0,0,3,0,1
2022-04-04,23,0,0,0,0,0,0,0,0,1
2022-04-05,128,0,0,0,0,0,0,9,0,0
2022-04-06,1,0,0,0,0,0,0,0,0,0
2022-04-07,33,0,0,0,0,0,0,3,0,0
2022-04-08,144,0,0,0,0,0,0,15,1,3
2022-04-09,0,0,0,0,0,0,0,0,0,0
2022-04-10,138,0,0,0,0,0,0,7,0,0
2022-04-11,5,0,0,0,0,0,0,0,0,0
2022-04-12,2,0,0,0,0,0,0,1,0,0
2022-04-13,128,0,0,0,0,0,0,17,0,0
2022-04-14,51,0,0,0,0,0,0,0,0,0
2022-04-15,8,0,0,0,0,0,0,0,0,0
2022-04-16,265,0,0,0,0,0,0,1,0,1
2022-04-17,0,0,0,0,0,0,0,0,0,0
2022-04-18,52,0,0,0,0,0,0,0,0,0
2022-04-19,17,0,0,0,0,0,0,8,2,25
2022-04-20,48,0,0,0,0,0,0,1,0,17
2022-04-21,38,0,0,0,0,0,0,0,0,0
2022-04-22,26,0,0,0,0,0,0,0,0,0
2022-04-23,0,0,0,0,0,0,0,0,0,0
2022-04-24,16,0,0,0,0,0,0,0,0,0
2022-04-25,135,1,0,0,0,0,0,7,0,1
2022-04-26,66,0,0,0,0,0,0,0,0,0
2022-04-27,22,0,0,0,0,0,0,0,0,0
2022-04-28,146,0,0,0,0,0,0,7,0,1
2022-04-29,40,0,0,0,0,0,0,1,0,0
2022-04-30,159,1,0,0,0,0,0,9,0,0
2022-05-01,402,0,0,0,0,0,0,10,0,0
2022-05-02,379,0,0,0,0,0,0,10,0,1
2022-05-03,83,0,0,0,0,0,0,0,0,0
2022-05-04,122,0,0,0,0,0,0,0,0,0
2022-05-05,111,0,0,0,0,0,0,0,0,1
2022-05-06,49,0,0,0,0,0,0,0,0,0
2022-05-07,109,0,0,0,0,0,0,1,0,0
2022-05-08,63,0,0,0,0,0,0,0,0,0
2022-05-09,96,0,0,0,0,0,0,6,0,6
2022-05-10,75,0,0,0,0,0,0,2,0,0
2022-05-11,38,0,0,0,0,0,0,3,0,0
2022-05-12,217,0,0,0,0,0,0,0,0,0
2022-05-13,34,0,0,0,0,0,0,0,0,0
2022-05-14,40,1,0,0,0,0,0,0,0,0
2022-05-16,49,0,0,0,0,0,0,0,0,0
2022-05-17,223,0,0,0,0,0,0,1,0,0
2022-05-18,140,1,1,0,0,0,0,0,0,0
2022-05-19,63,1,0,0,0,0,0,0,0,0
2022-05-20,13,0,0,0,0,0,0,0,0,0
2022-05-21,5,0,0,0,0,0,0,0,0,0
2022-05-22,118,1,0,0,0,0,0,0,0,0
2022-05-23,30,0,0,0,0,0,0,0,0,0
2022-05-24,138,1,0,0,0,0,0,0,36,1
2022-05-25,33,1,0,0,0,0,0,0,0,0
2022-05-26,68,2,0,0,0,0,0,0,0,0
2022-05-27,19,0,0,0,0,0,0,0,0,0
2022-05-28,43,1,1,0,0,0,0,0,0,0
2022-05-29,16,0,2,0,0,0,0,0,0,0
2022-05-30,2,0,0,0,0,0,0,0,0,0
2022-05-31,62,1,1,0,0,0,0,1,0,0
2022-06-01,313,1,1,0,0,0,0,3,0,23
2022-06-02,176,3,5,0,0,0,0,0,0,3
2022-06-04,2,0,0,0,0,0,0,0,0,0
2022-06-06,127,2,1,0,0,0,0,0,0,0
2022-06-07,82,4,1,0,0,0,0,0,0,0
2022-06-08,84,4,7,0,0,0,0,0,0,0
2022-06-09,55,3,1,0,0,0,0,0,0,0
2022-06-10,155,2,1,0,0,0,0,0,0,0
2022-06-11,57,1,0,0,0,0,0,0,0,0
2022-06-12,13,1,1,0,0,0,0,0,0,0
2022-06-13,48,0,2,0,0,0,0,0,0,0
2022-06-14,163,6,7,0,0,0,0,0,0,0
2022-06-15,253,3,4,0,0,0,0,1,0,1
2022-06-16,25,3,1,0,0,0,0,0,0,0
2022-06-17,86,2,6,0,0,0,0,0,0,0
2022-06-18,10,0,0,0,0,0,0,0,0,0
2022-06-19,61,3,6,0,0,0,0,0,0,0
2022-06-20,9,0,0,0,0,0,0,0,0,0
2022-06-21,48,4,4,0,0,0,0,0,0,0
2022-06-22,19,3,0,0,0,0,0,0,0,0
2022-06-23,72,6,13,0,0,0,0,1,0,0
2022-06-24,23,1,5,0,0,0,0,0,0,0
2022-06-25,4,0,0,0,0,0,0,0,0,0
2022-06-26,11,2,1,0,0,0,0,0,0,0
2022-06-27,46,8,6,0,0,0,0,0,0,0
2022-06-28,20,2,10,0,0,0,0,1,0,0
2022-06-29,22,2,7,0,0,0,0,0,0,0
2022-06-30,49,6,9,0,0,0,0,0,0,3
2022-07-01,64,10,21,0,0,0,0,0,0,1
2022-07-04,10,0,0,0,0,0,0,0,0,1
2022-07-05,452,38,68,0,0,0,0,5,0,0
2022-07-06,14,3,4,0,0,0,0,0,0,0
2022-07-07,238,23,61,0,0,0,0,0,0,0
2022-07-08,116,5,15,0,0,0,0,0,0,0
2022-07-09,135,4,19,0,0,0,0,0,0,0
2022-07-10,95,1,1,0,0,0,0,0,0,0
2022-07-11,97,13,33,0,0,0,0,0,0,0
2022-07-12,40,6,44,0,0,0,0,0,0,0
2022-07-13,48,30,121,0,0,0,0,0,0,0
2022-07-14,7,1,6,0,0,0,0,0,0,0
2022-07-15,18,0,9,0,0,0,0,0,0,0
2022-07-16,4,2,8,0,0,0,0,0,0,0
2022-07-17,0,0,3,0,0,0,0,0,0,0
2022-07-18,9,7,12,0,0,0,0,0,0,0
2022-07-19,22,16,90,0,0,0,0,0,0,0
2022-07-20,4,0,3,0,0,0,0,0,0,0
2022-07-21,16,8,25,0,0,0,0,0,0,0
2022-07-22,18,9,30,0,0,0,0,0,0,0
2022-07-23,9,6,21,0,0,0,0,0,0,0
2022-07-24,5,0,1,0,0,0,0,0,0,0
2022-07-25,30,7,34,0,0,0,0,0,0,0
2022-07-26,19,7,41,0,0,0,0,0,0,0
2022-07-27,10,13,42,0,0,0,0,0,0,0
2022-07-28,7,2,27,0,0,0,0,0,0,0
2022-07-29,0,3,7,0,0,0,0,0,0,0
2022-07-30,12,7,16,0,0,0,0,0,0,0
2022-07-31,10,15,38,0,0,0,0,0,0,0
2022-08-01,15,11,36,0,0,0,0,0,0,0
2022-08-02,35,15,54,0,0,0,0,0,0,0
2022-08-03,14,3,31,0,0,0,0,0,0,0
2022-08-04,10,14,51,0,0,0,0,0,0,0
2022-08-05,4,2,5,0,0,0,0,0,0,0
2022-08-06,0,0,4,0,0,0,0,0,0,0
2022-08-07,3,6,50,0,0,0,0,0,0,0
2022-08-08,6,10,39,0,0,0,0,0,0,0
2022-08-09,6,12,37,0,0,0,0,0,0,0
2022-08-10,31,5,38,0,0,0,0,0,0,0
2022-08-11,4,11,56,0,0,0,0,0,0,0
2022-08-12,5,3,17,0,0,0,0,0,0,0
2022-08-13,0,1,8,0,0,0,0,0,0,0
2022-08-14,0,0,1,0,0,0,0,0,0,0
2022-08-15,1,1,3,0,0,0,0,0,0,0
2022-08-16,21,20,56,0,0,0,0,0,0,0
2022-08-17,9,8,45,0,0,0,0,0,0,0
2022-08-18,4,4,15,0,0,0,0,0,0,0
2022-08-19,3,7,49,0,0,0,0,0,0,0
2022-08-20,0,6,40,0,0,0,0,0,0,0
2022-08-21,0,0,0,0,0,0,0,0,0,0
2022-08-22,2,7,21,0,0,0,0,0,0,0
2022-08-23,11,17,175,0,0,0,0,0,0,0
2022-08-24,21,6,35,0,0,0,0,0,0,0
2022-08-25,2,2,6,0,0,0,0,0,0,0
2022-08-26,5,5,37,0,0,0,0,0,0,0
2022-08-27,4,0,0,0,0,0,0,2,0,0
2022-08-28,1,1,6,0,0,0,0,2,0,0
2022-08-29,8,7,34,0,0,0,0,0,0,0
2022-08-30,11,24,87,0,0,0,0,0,0,0
2022-08-31,8,1,12,0,0,0,0,0,0,0
2022-09-01,11,6,22,0,0,0,0,0,2,0
2022-09-02,12,6,23,0,0,0,0,0,0,0
2022-09-03,4,0,0,0,0,0,0,0,0,0
2022-09-04,5,0,0,0,0,0,0,0,0,0
2022-09-05,4,0,0,0,0,0,0,0,0,0
2022-09-06,5,7,51,0,0,0,0,1,0,0
2022-09-07,3,8,45,0,0,0,0,0,0,0
2022-09-08,5,7,54,0,0,0,0,0,0,0
2022-09-09,4,10,72,0,0,0,0,0,0,5
2022-09-10,0,2,21,0,0,0,0,0,0,0
2022-09-11,2,4,40,0,0,0,0,0,0,0
2022-09-12,2,5,36,0,0,0,0,0,0,0
2022-09-13,0,7,32,0,0,0,0,0,0,0
2022-09-14,1,1,11,0,0,0,0,0,0,0
2022-09-15,1,3,25,0,0,0,0,0,0,0
2022-09-16,3,3,47,0,0,0,0,0,0,0
2022-09-18,0,2,4,0,0,0,0,0,0,0
2022-09-19,2,11,41,0,0,0,0,0,0,0
2022-09-20,1,3,22,0,0,0,0,0,0,0
2022-09-21,1,7,45,0,0,0,0,0,0,0
2022-09-22,1,0,20,0,0,0,0,0,0,0
2022-09-23,32,11,62,0,0,0,0,0,0,0
2022-09-24,4,5,20,0,0,0,0,0,0,0
2022-09-26,3,5,33,0,0,0,0,0,0,0
2022-09-27,3,3,12,0,0,0,0,0,0,0
2022-09-28,0,6,31,0,0,0,0,0,0,0
2022-09-29,2,7,42,0,0,0,0,0,0,0
2022-09-30,2,1,20,0,0,0,0,0,0,0
2022-10-01,4,2,2,0,0,0,0,0,1,3
2022-10-02,0,0,0,0,0,0,0,0,0,0
2022-10-03,1,10,49,0,0,0,0,0,0,0
2022-10-04,2,5,28,0,0,0,0,1,0,0
2022-10-05,0,3,13,0,0,0,0,0,0,0
2022-10-06,0,0,10,0,0,0,0,0,0,0
2022-10-07,0,0,0,0,0,0,0,0,0,0
2022-10-08,1,2,6,0,0,0,0,0,0,0
2022-10-09,0,0,3,0,0,0,0,0,0,0
2022-10-10,1,1,3,0,0,0,0,0,0,0
2022-10-11,7,2,18,0,0,0,0,2,0,0
2022-10-12,3,5,19,0,0,0,0,0,0,0
2022-10-13,4,3,22,0,0,0,0,0,0,0
2022-10-14,91,2,9,0,0,0,0,0,0,0
2022-10-15,0,0,2,0,0,0,0,0,0,0
2022-10-16,0,0,0,0,0,0,0,0,0,1
2022-10-17,1,12,44,0,0,0,0,0,0,0
2022-10-18,2,5,44,0,0,0,0,0,0,0
2022-10-19,0,1,13,0,0,0,0,0,0,0
2022-10-20,13,2,12,0,0,0,0,0,0,0
2022-10-21,1,2,8,0,0,0,0,0,0,0
2022-10-23,0,0,0,0,0,0,0,0,0,0
2022-10-24,0,2,14,0,0,0,0,0,0,0
2022-10-25,2,3,6,0,0,0,0,0,0,0
2022-10-26,1,9,55,0,0,0,0,0,0,0
2022-10-27,2,6,49,0,0,0,0,0,0,0
2022-10-28,0,2,19,0,0,0,0,0,0,1
2022-10-29,0,0,1,0,0,0,0,0,0,0
2022-10-31,0,2,20,0,0,0,0,0,0,0
2022-11-01,2,0,10,0,0,0,0,0,0,0
2022-11-02,0,1,21,0,0,0,0,0,0,0
2022-11-03,10,5,43,0,0,0,0,0,0,5
2022-11-04,1,4,7,0,0,0,0,0,0,0
2022-11-05,0,1,3,0,0,0,0,0,0,0
2022-11-06,0,1,0,0,0,0,0,1,0,0
2022-11-07,1,1,10,0,0,0,0,0,0,0
2022-11-08,0,5,25,0,0,0,0,0,0,0
2022-11-09,2,1,10,0,0,0,0,0,0,0
2022-11-10,1,1,5,0,0,0,0,0,1,0
2022-11-11,3,4,13,0,0,0,0,0,0,0
2022-11-14,3,10,31,0,0,0,0,0,0,0
2022-11-15,0,3,33,0,0,0,0,1,0,0
2022-11-16,2,0,13,0,0,0,0,0,0,0
2022-11-17,4,1,5,0,0,0,0,0,0,0
2022-11-18,0,4,22,0,0,0,0,0,0,0
2022-11-19,1,0,1,0,0,0,0,0,1,0
2022-11-20,0,0,0,0,0,0,0,0,0,0
2022-11-21,1,4,29,0,0,0,0,0,0,0
2022-11-22,2,3,9,0,0,0,0,0,0,0
2022-11-23,2,3,12,0,0,0,0,1,0,0
2022-11-24,0,2,0,0,0,0,0,0,0,0
2022-11-25,0,0,4,0,0,0,0,0,0,0
2022-11-26,0,2,3,0,0,0,0,0,0,0
2022-11-28,0,0,0,0,0,0,0,0,0,0
2022-11-29,0,0,33,0,0,0,0,0,1,0
2022-11-30,10,2,18,0,0,0,0,0,0,0
2022-12-01,3,0,15,0,0,0,0,0,1,0
2022-12-02,0,1,5,0,0,0,0,0,0,0
2022-12-03,0,0,0,0,0,0,0,0,0,0
2022-12-05,2,4,9,0,0,0,0,1,0,0
2022-12-06,1,1,3,0,0,0,0,0,0,0
2022-12-07,0,0,5,0,0,0,0,0,0,0
2022-12-08,4,3,16,0,0,0,0,0,0,0
2022-12-09,0,1,4,0,0,0,0,0,0,0
2022-12-10,0,0,0,0,0,0,0,0,0,0
2022-12-12,1,2,25,1,0,0,0,0,0,0
2022-12-13,1,0,2,0,0,0,0,0,0,0
2022-12-14,1,0,4,1,0,0,0,0,0,0
2022-12-15,1,1,6,0,0,0,0,0,0,1
2022-12-16,10,0,8,2,0,0,0,0,0,0
2022-12-17,0,0,1,1,0,0,0,0,0,0
2022-12-18,0,0,0,0,0,0,0,0,0,0
2022-12-19,0,0,6,0,0,0,0,0,0,0
2022-12-20,0,3,12,0,0,0,0,0,0,0
2022-12-21,6,2,6,0,0,0,0,0,0,0
2022-12-22,0,0,5,3,0,0,0,0,1,0
2022-12-23,0,1,20,2,0,0,0,0,0,0
2022-12-24,0,0,0,0,0,0,0,0,0,0
2022-12-25,1,0,1,0,0,0,0,0,0,0
2022-12-26,0,0,0,0,0,0,0,0,0,0
2022-12-27,0,0,5,2,0,0,0,0,0,0
2022-12-28,0,0,2,1,0,0,0,0,1,0
2022-12-29,4,1,14,1,0,0,0,0,0,0
2022-12-30,3,1,0,0,0,0,0,0,1,4
2022-12-31,10,0,1,0,0,0,0,0,0,0
2023-01-01,0,0,1,1,0,0,0,0,0,0
2023-01-02,0,1,7,0,0,0,0,0,0,0
2023-01-03,0,1,8,3,0,0,0,0,0,0
2023-01-04,0,0,6,5,0,0,0,0,0,0
2023-01-05,3,0,10,0,0,0,0,0,0,0
2023-01-06,2,0,4,1,0,0,0,0,0,0
2023-01-07,0,0,3,0,0,0,0,0,0,0
2023-01-08,0,0,2,0,0,0,0,0,0,3
2023-01-09,0,0,1,0,0,0,0,0,0,0
2023-01-10,1,1,6,8,0,0,0,0,0,2
2023-01-11,0,0,2,2,0,0,0,0,0,0
2023-01-12,1,0,5,1,0,0,0,0,0,0
2023-01-13,0,1,1,0,0,0,0,0,0,0
2023-01-14,0,0,1,2,0,0,0,0,0,0
2023-01-15,0,0,0,1,0,0,0,0,0,0
2023-01-16,0,1,2,1,0,0,0,0,0,0
2023-01-17,0,4,8,7,0,0,0,0,0,0
2023-01-18,8,0,1,0,0,0,0,0,0,0
2023-01-19,0,3,13,3,0,0,0,0,0,0
2023-01-20,0,0,2,9,0,0,0,0,0,2
2023-01-21,0,0,0,1,0,0,0,0,0,0
2023-01-23,0,0,1,1,0,0,0,0,0,0
2023-01-24,0,0,0,6,0,0,0,0,0,0
2023-01-25,0,2,15,0,0,0,0,0,0,0
2023-01-26,0,5,21,13,0,0,0,0,0,0
2023-01-27,0,3,2,2,0,0,0,0,0,0
2023-01-28,0,0,0,6,0,0,0,0,0,0
2023-01-29,0,0,2,2,0,0,0,0,0,0
2023-01-30,0,0,2,10,0,0,0,0,0,0
2023-01-31,3,0,1,15,0,0,0,0,0,0
2023-02-01,1,0,1,2,0,0,0,0,0,0
2023-02-02,0,0,13,13,0,0,0,0,0,0
2023-02-03,3,1,3,6,0,0,0,0,0,0
2023-02-04,0,0,0,3,0,0,0,0,0,0
2023-02-05,0,0,0,1,0,0,0,0,0,0
2023-02-06,0,0,0,10,0,0,0,0,0,0
2023-02-07,18,1,5,14,0,0,0,0,0,0
2023-02-08,0,0,0,15,0,0,0,0,0,0
2023-02-09,0,0,1,1,0,0,0,0,0,0
2023-02-10,0,0,0,16,0,0,0,0,0,0
2023-02-12,0,0,0,3,0,0,0,0,0,0
2023-02-13,1,2,4,9,0,0,0,0,0,0
2023-02-14,0,0,0,25,0,0,0,0,0,1
2023-02-15,0,0,0,19,0,0,0,0,0,0
2023-02-16,0,1,4,16,0,0,0,0,0,0
2023-02-17,1,0,10,18,0,0,0,0,0,0
2023-02-18,1,3,3,1,0,0,0,0,0,0
2023-02-19,0,0,1,2,0,0,0,0,0,0
2023-02-20,1,1,5,4,0,0,0,0,0,0
2023-02-21,0,1,12,29,0,0,0,0,0,0
2023-02-22,0,0,0,8,0,0,0,0,0,0
2023-02-23,0,0,3,14,0,0,0,0,0,0
2023-02-24,0,0,2,22,0,0,0,0,0,0
2023-02-25,0,0,0,6,0,0,0,0,0,0
2023-02-26,0,0,0,0,0,0,0,0,0,0
2023-02-27,0,0,0,9,0,0,0,0,9,0
2023-02-28,1,0,3,6,0,0,0,0,0,0
2023-03-01,0,0,1,6,0,0,0,0,0,0
2023-03-02,0,0,0,3,0,0,0,0,0,0
2023-03-03,0,0,0,9,0,0,0,0,0,0
2023-03-04,0,0,1,3,0,0,0,0,0,0
2023-03-05,0,0,0,7,0,0,0,0,0,0
2023-03-06,0,0,1,24,0,0,0,0,0,0
2023-03-07,0,0,5,27,0,0,0,0,0,0
2023-03-08,0,1,2,14,0,0,0,0,0,0
2023-03-09,0,0,1,27,0,0,0,0,0,0
2023-03-10,0,0,0,20,0,0,0,2,0,9
2023-03-11,0,0,0,7,0,0,0,0,0,0
2023-03-12,0,0,0,1,0,0,0,0,0,0
2023-03-13,0,1,4,32,0,0,0,0,0,0
2023-03-14,3,0,11,6,0,0,0,0,0,0
2023-03-15,0,0,0,0,0,0,0,0,0,0
2023-03-16,17,5,12,22,0,0,0,0,1,0
2023-03-17,0,0,0,19,0,0,0,0,0,0
2023-03-18,0,0,0,4,0,0,0,0,0,0
2023-03-20,0,0,0,24,0,0,0,0,0,0
2023-03-21,0,0,0,11,0,0,0,0,0,0
2023-03-22,0,0,0,4,0,0,0,0,0,0
2023-03-23,0,0,0,7,0,0,0,0,0,0
2023-03-24,0,0,1,10,0,0,0,0,0,0
2023-03-25,0,0,0,0,0,0,0,0,2,3
2023-03-26,0,0,0,2,0,0,0,0,0,0
2023-03-27,0,0,0,11,0,0,0,0,0,0
2023-03-28,0,0,0,5,0,0,0,0,0,0
2023-03-29,0,0,0,19,0,0,0,0,0,0
2023-03-30,0,0,0,25,0,0,0,0,0,0
2023-03-31,4,1,3,7,0,0,0,0,0,0
2023-04-02,0,0,0,2,0,0,0,0,0,0
2023-04-03,0,0,1,8,0,0,0,0,0,0
2023-04-04,1,0,0,10,0,0,0,0,0,0
2023-04-05,0,0,0,3,0,0,0,0,0,0
2023-04-06,25,6,31,12,0,0,0,1,0,5
2023-04-07,1,1,15,1,0,0,0,0,0,0
2023-04-09,0,0,0,2,0,0,0,0,0,0
2023-04-10,0,1,3,35,0,0,0,0,0,0
2023-04-11,0,1,5,1,0,0,0,0,0,0
2023-04-12,1,0,0,14,0,0,0,0,0,0
2023-04-13,0,0,0,12,0,0,0,0,0,0
2023-04-14,0,0,0,5,0,0,0,0,0,0
2023-04-15,0,0,0,15,0,0,0,0,0,0
2023-04-16,0,0,0,3,0,0,0,0,0,0
2023-04-17,0,0,0,13,0,0,0,0,0,0
2023-04-18,0,0,0,8,0,0,0,0,0,0
2023-04-19,0,0,0,2,0,0,0,0,0,0
2023-04-20,0,0,0,10,0,0,0,0,0,0
2023-04-21,0,0,1,7,0,0,0,0,0,0
2023-04-23,0,0,0,1,0,0,0,0,0,0
2023-04-24,0,0,0,15,0,0,0,0,0,0
2023-04-25,1,0,0,13,0,0,0,0,0,0
2023-04-26,0,0,0,4,0,0,0,0,0,0
2023-04-27,0,0,0,9,0,0,0,0,0,0
2023-04-28,1,0,0,20,0,0,0,0,0,0
2023-04-29,18,1,2,2,0,0,0,1,0,58
2023-04-30,11,1,0,2,0,0,0,0,0,4
2023-05-01,101,3,44,21,0,0,0,4,4,33
2023-05-02,49,1,5,7,0,0,0,1,0,52
2023-05-03,4,0,3,2,0,0,0,0,0,0
2023-05-04,1,1,0,0,0,0,0,2,3,164
2023-05-05,6,0,3,5,0,0,0,0,2,17
2023-05-06,3,0,0,5,0,0,0,0,0,1
2023-05-07,0,0,1,11,0,0,0,0,0,0
2023-05-08,0,0,1,1,0,0,0,0,0,22
2023-05-09,0,0,0,5,0,0,0,0,1,39
2023-05-10,0,0,1,1,0,0,0,0,0,18
2023-05-11,0,0,1,13,0,0,0,3,0,19
2023-05-12,0,0,0,6,0,0,0,0,0,0
2023-05-13,0,0,0,4,0,0,0,0,0,29
2023-05-14,0,0,1,10,0,0,0,1,0,31
2023-05-15,8,1,4,5,0,0,0,2,0,13
2023-05-16,11,1,3,8,0,0,0,1,0,1
2023-05-17,8,0,6,9,0,0,0,1,0,1
2023-05-18,8,0,2,15,0,0,0,2,0,1
2023-05-19,7,4,2,4,0,0,0,0,0,4
2023-05-20,4,1,5,1,0,0,0,0,0,1
2023-05-21,6,0,2,0,0,0,0,0,0,1
2023-05-22,3,0,6,4,0,0,0,0,0,0
2023-05-23,0,0,0,3,0,0,0,0,0,0
2023-05-24,1,0,0,2,0,0,0,0,0,0
2023-05-25,7,0,2,3,0,0,0,1,0,0
2023-05-26,0,0,0,0,0,0,0,0,0,0
2023-05-29,0,0,0,0,0,0,0,0,0,0
2023-05-30,0,0,0,7,0,0,0,0,0,0
2023-05-31,1,0,0,10,0,0,0,0,0,0
2023-06-01,0,0,0,5,0,0,0,0,1,0
2023-06-05,2,1,5,0,0,0,0,0,0,0
2023-06-06,3,2,17,3,0,0,0,0,0,0
2023-06-07,0,0,0,4,0,0,0,0,0,0
2023-06-08,0,0,0,3,0,0,0,0,0,0
2023-06-09,0,0,0,2,0,0,0,0,0,0
2023-06-10,0,0,0,0,0,0,0,0,0,6
2023-06-11,0,0,0,0,0,0,0,0,0,6
2023-06-12,0,0,0,1,0,0,0,0,0,9
2023-06-13,0,0,0,3,0,0,0,0,0,3
2023-06-14,0,0,0,0,0,0,0,0,0,0
2023-06-15,0,1,1,2,0,0,0,0,0,27
2023-06-16,21,0,15,3,0,0,0,4,0,93
2023-06-17,0,0,0,0,0,0,0,0,0,9
2023-06-18,190,23,113,26,0,0,0,15,0,79
2023-06-19,267,25,128,36,0,0,0,31,0,47
2023-06-20,1,0,3,1,0,0,0,0,0,2
2023-06-21,189,13,95,19,0,0,1,9,0,22
2023-06-22,207,11,240,27,0,0,0,10,0,27
2023-06-23,3,1,69,4,0,0,0,0,0,0
2023-06-24,129,5,192,10,0,0,0,0,0,0
2023-06-25,0,0,0,0,0,0,0,0,0,0
2023-06-26,0,0,0,3,0,0,0,0,0,0
2023-06-27,195,1,8,0,0,0,0,0,0,0
2023-06-28,24,1,24,15,0,0,0,6,0,6
2023-06-29,120,18,166,30,0,0,0,2,0,6
2023-06-30,65,4,62,13,0,0,0,1,1,0
2023-07-01,48,3,31,9,0,0,0,0,0,0
2023-07-02,36,4,19,4,0,0,0,0,0,0
2023-07-03,17,5,36,4,0,0,0,0,0,0
2023-07-04,47,0,13,12,0,0,0,0,0,0
2023-07-05,213,13,125,18,0,0,0,0,0,0
2023-07-06,0,0,1,2,0,0,0,0,0,0
2023-07-09,0,0,0,0,0,0,0,0,0,0
2023-07-10,1,0,1,1,0,0,0,0,0,0
2023-07-11,0,0,0,1,0,0,0,0,0,0
2023-07-13,0,0,0,0,0,0,0,0,0,0
2023-07-14,0,0,0,2,0,0,0,0,0,0
2023-07-15,0,0,0,24,0,0,0,0,0,0
2023-07-16,2,0,0,4,0,0,0,0,0,0
2023-07-17,83,5,43,21,0,0,0,6,0,10
2023-07-18,41,5,19,12,0,0,0,8,0,14
2023-07-19,0,0,3,2,0,0,0,40,0,48
2023-07-20,70,6,56,0,0,0,0,8,0,52
2023-07-21,0,1,1,0,0,0,0,0,0,0
2023-07-22,35,5,25,0,0,0,0,2,0,4
2023-07-23,21,1,5,0,0,0,0,0,0,0
2023-07-24,1,0,0,2,0,0,0,0,0,0
2023-07-25,99,8,18,13,0,0,0,5,0,0
2023-07-26,47,3,9,1,0,0,0,0,0,0
2023-07-27,39,2,7,3,0,0,0,0,0,0
2023-07-28,38,1,8,3,0,0,0,0,0,0
2023-07-29,15,0,1,1,0,0,0,0,0,0
2023-07-30,19,0,6,5,0,0,0,4,0,142
2023-07-31,0,0,0,0,0,0,0,0,0,4
2023-08-01,2,0,0,0,0,0,0,0,0,0
2023-08-02,99,0,0,2,0,0,0,0,0,0
2023-08-03,50,0,0,0,0,0,0,1,0,0
2023-08-04,40,0,1,0,0,0,0,1,0,0
2023-08-05,4,0,0,0,0,0,0,0,0,4
2023-08-06,2,0,0,0,0,0,0,0,0,15
2023-08-07,0,0,0,0,0,0,0,0,0,0
2023-08-08,9,0,1,0,0,0,0,0,0,0
2023-08-09,27,0,0,10,0,0,0,0,0,49
2023-08-10,1,0,1,1,0,0,0,0,0,0
2023-08-11,17,0,0,1,0,0,0,0,0,0
2023-08-14,0,0,0,4,0,0,0,0,0,0
2023-08-15,0,0,0,4,0,0,0,0,0,0
2023-08-16,0,0,0,2,0,0,0,0,0,0
2023-08-17,1,0,1,6,0,0,0,0,0,0
2023-08-18,0,0,0,0,0,0,0,0,0,0
2023-08-19,7,0,0,1,0,0,0,0,0,0
2023-08-20,0,0,0,0,0,0,0,0,0,0
2023-08-21,0,0,0,2,0,0,0,0,0,0
2023-08-22,0,0,0,0,0,0,0,0,1,0
2023-08-23,0,1,0,1,0,0,0,0,0,0
2023-08-24,0,0,0,1,0,0,0,0,0,0
2023-08-25,0,0,0,0,0,0,0,0,0,0
2023-08-27,0,0,0,0,0,0,0,0,0,0
2023-08-28,0,0,0,0,0,0,0,0,0,0
2023-08-29,0,0,1,0,0,0,0,0,0,0
2023-08-30,0,0,0,0,0,0,0,0,0,1
2023-08-31,0,0,0,2,0,0,0,0,0,0
2023-09-01,0,0,0,1,0,0,0,0,0,0
2023-09-02,8,0,0,3,0,0,0,0,0,0
2023-09-03,0,0,0,0,0,0,0,0,0,0
2023-09-04,0,0,0,0,0,0,0,0,0,0
2023-09-05,1,0,0,0,0,0,0,0,0,0
2023-09-06,0,1,3,1,0,0,0,0,0,0
2023-09-07,1,0,1,0,0,0,0,0,0,0
2023-09-08,0,0,0,0,0,0,0,0,0,0
2023-09-09,0,0,0,1,0,0,0,0,0,0
2023-09-11,0,0,0,0,0,0,0,0,0,0
2023-09-12,0,0,0,0,0,0,0,0,0,0
2023-09-13,0,0,0,6,0,0,0,0,1,0
2023-09-14,2,0,0,0,0,0,0,0,0,0
2023-09-15,0,0,0,11,0,0,0,0,0,0
